Frequency (Hz)	Level (dB)
1782.714844	-137.047043
1784.179688	-137.046951
1785.644531	-137.046951
1787.109375	-137.046906
1788.574219	-137.046829
1790.039063	-137.046829
1791.503906	-137.046738
1792.968750	-137.046646
1794.433594	-137.046539
1795.898438	-137.046509
1797.363281	-137.046402
1798.828125	-137.046265
1800.292969	-137.046219
1801.757813	-137.046158
1803.222656	-137.045975
1804.687500	-137.045837
1806.152344	-137.045776
1807.617188	-137.045654
1809.082031	-137.045517
1810.546875	-137.045425
1812.011719	-137.045166
1813.476563	-137.045090
1814.941406	-137.044891
1816.406250	-137.044785
1817.871094	-137.044479
1819.335938	-137.044373
1820.800781	-137.044159
1822.265625	-137.044006
1823.730469	-137.043808
1825.195313	-137.043518
1826.660156	-137.043381
1828.125000	-137.043121
1829.589844	-137.042847
1831.054688	-137.042603
1832.519531	-137.042374
1833.984375	-137.042145
1835.449219	-137.041840
1836.914063	-137.041580
1838.378906	-137.041275
1839.843750	-137.041000
1841.308594	-137.040726
1842.773438	-137.040421
1844.238281	-137.040146
1845.703125	-137.039795
1847.167969	-137.039429
1848.632813	-137.039047
1850.097656	-137.038895
1851.562500	-137.038559
1853.027344	-137.038239
1854.492188	-137.037827
1855.957031	-137.037460
1857.421875	-137.037079
1858.886719	-137.036804
1860.351563	-137.036362
1861.816406	-137.036041
1863.281250	-137.035599
1864.746094	-137.035416
1866.210938	-137.035004
1867.675781	-137.034653
1869.140625	-137.034195
1870.605469	-137.033875
1872.070313	-137.033463
1873.535156	-137.033142
1875.000000	-137.032776
1876.464844	-137.032379
1877.929688	-137.031998
1879.394531	-137.031631
1880.859375	-137.031204
1882.324219	-137.030930
1883.789063	-137.030533
1885.253906	-137.030090
1886.718750	-137.029755
1888.183594	-137.029449
1889.648438	-137.029144
1891.113281	-137.028732
1892.578125	-137.028519
1894.042969	-137.028046
1895.507813	-137.027756
1896.972656	-137.027390
1898.437500	-137.027130
1899.902344	-137.026779
1901.367188	-137.026413
1902.832031	-137.026138
1904.296875	-137.025879
1905.761719	-137.025558
1907.226563	-137.025284
1908.691406	-137.025009
1910.156250	-137.024750
1911.621094	-137.024521
1913.085938	-137.024277
1914.550781	-137.023911
1916.015625	-137.023804
1917.480469	-137.023407
1918.945313	-137.023361
1920.410156	-137.023102
1921.875000	-137.022873
1923.339844	-137.022675
1924.804688	-137.022461
1926.269531	-137.022415
1927.734375	-137.022110
1929.199219	-137.021973
1930.664063	-137.021866
1932.128906	-137.021698
1933.593750	-137.021606
1935.058594	-137.021500
1936.523438	-137.021347
1937.988281	-137.021133
1939.453125	-137.021057
1940.917969	-137.021027
1942.382813	-137.020874
1943.847656	-137.020798
1945.312500	-137.020706
1946.777344	-137.020645
1948.242188	-137.020538
1949.707031	-137.020477
1951.171875	-137.020386
1952.636719	-137.020401
1954.101563	-137.020340
1955.566406	-137.020233
1957.031250	-137.020233
1958.496094	-137.020172
1959.960938	-137.020157
1961.425781	-137.020203
1962.890625	-137.020035
1964.355469	-137.020020
1965.820313	-137.020111
1967.285156	-137.020081
1968.750000	-137.020096
1970.214844	-137.020004
1971.679688	-137.019989
1973.144531	-137.019882
1974.609375	-137.020096
1976.074219	-137.020004
1977.539063	-137.020020
1979.003906	-137.020081
1980.468750	-137.019913
1981.933594	-137.019882
1983.398438	-137.020020
1984.863281	-137.020050
1986.328125	-137.020065
1987.792969	-137.019928
1989.257813	-137.019836
1990.722656	-137.019913
1992.187500	-137.019928
1993.652344	-137.020142
1995.117188	-137.019958
1996.582031	-137.019913
1998.046875	-137.019852
1999.511719	-137.019791
2000.976563	-137.019867
2002.441406	-137.019775
2003.906250	-137.019760
2005.371094	-137.019669
2006.835938	-137.019623
2008.300781	-137.019562
2009.765625	-137.019592
2011.230469	-137.019562
2012.695313	-137.019409
2014.160156	-137.019348
2015.625000	-137.019150
2017.089844	-137.019180
2018.554688	-137.018982
2020.019531	-137.018906
2021.484375	-137.018707
2022.949219	-137.018646
2024.414063	-137.018509
2025.878906	-137.018417
2027.343750	-137.018265
2028.808594	-137.018127
2030.273438	-137.017944
2031.738281	-137.017792
2033.203125	-137.017609
2034.667969	-137.017441
2036.132813	-137.017212
2037.597656	-137.017014
2039.062500	-137.016830
2040.527344	-137.016632
2041.992188	-137.016403
2043.457031	-137.016205
2044.921875	-137.015961
2046.386719	-137.015747
2047.851563	-137.015488
2049.316406	-137.015182
2050.781250	-137.014893
2052.246094	-137.014709
2053.710938	-137.014374
2055.175781	-137.014099
2056.640625	-137.013840
2058.105469	-137.013550
2059.570313	-137.013290
2061.035156	-137.012985
2062.500000	-137.012695
2063.964844	-137.012436
2065.429688	-137.011978
2066.894531	-137.011795
2068.359375	-137.011490
2069.824219	-137.011200
2071.289063	-137.010910
2072.753906	-137.010574
2074.218750	-137.010269
2075.683594	-137.010025
2077.148438	-137.009705
2078.613281	-137.009491
2080.078125	-137.009201
2081.542969	-137.008865
2083.007813	-137.008636
2084.472656	-137.008331
2085.937500	-137.008087
2087.402344	-137.007935
2088.867188	-137.007690
2090.332031	-137.007431
2091.796875	-137.007187
2093.261719	-137.007034
2094.726563	-137.006775
2096.191406	-137.006592
2097.656250	-137.006409
2099.121094	-137.006256
2100.585938	-137.006104
2102.050781	-137.005920
2103.515625	-137.005753
2104.980469	-137.005661
2106.445313	-137.005646
2107.910156	-137.005371
2109.375000	-137.005356
2110.839844	-137.005295
2112.304688	-137.005234
2113.769531	-137.005188
2115.234375	-137.005096
2116.699219	-137.005020
2118.164063	-137.005020
2119.628906	-137.005020
2121.093750	-137.005020
2122.558594	-137.005051
2124.023438	-137.004929
2125.488281	-137.005051
2126.953125	-137.005005
2128.417969	-137.005096
2129.882813	-137.005112
2131.347656	-137.005096
2132.812500	-137.005127
2134.277344	-137.005234
2135.742188	-137.005188
2137.207031	-137.005280
2138.671875	-137.005341
2140.136719	-137.005417
2141.601563	-137.005402
2143.066406	-137.005447
2144.531250	-137.005493
2145.996094	-137.005493
2147.460938	-137.005539
2148.925781	-137.005508
2150.390625	-137.005630
2151.855469	-137.005585
2153.320313	-137.005600
2154.785156	-137.005524
2156.250000	-137.005417
2157.714844	-137.005630
2159.179688	-137.005493
2160.644531	-137.005478
2162.109375	-137.005310
2163.574219	-137.005310
2165.039063	-137.005203
2166.503906	-137.005066
2167.968750	-137.004944
2169.433594	-137.004822
2170.898438	-137.004669
2172.363281	-137.004440
2173.828125	-137.004318
2175.292969	-137.004105
2176.757813	-137.003860
2178.222656	-137.003632
2179.687500	-137.003326
2181.152344	-137.003113
2182.617188	-137.002716
2184.082031	-137.002396
2185.546875	-137.002045
2187.011719	-137.001740
2188.476563	-137.001373
2189.941406	-137.001053
2191.406250	-137.000626
2192.871094	-137.000259
2194.335938	-136.999847
2195.800781	-136.999466
2197.265625	-136.998993
2198.730469	-136.998535
2200.195313	-136.998093
2201.660156	-136.997589
2203.125000	-136.997162
2204.589844	-136.996674
2206.054688	-136.996185
2207.519531	-136.995667
2208.984375	-136.995193
2210.449219	-136.994629
2211.914063	-136.994247
2213.378906	-136.993744
2214.843750	-136.993210
2216.308594	-136.992676
2217.773438	-136.992203
2219.238281	-136.991714
2220.703125	-136.991272
2222.167969	-136.990814
2223.632813	-136.990295
2225.097656	-136.989777
2226.562500	-136.989380
2228.027344	-136.988983
2229.492188	-136.988541
2230.957031	-136.988052
2232.421875	-136.987656
2233.886719	-136.987213
2235.351563	-136.986740
2236.816406	-136.986496
2238.281250	-136.986115
2239.746094	-136.985779
2241.210938	-136.985413
2242.675781	-136.985153
2244.140625	-136.984863
2245.605469	-136.984558
2247.070313	-136.984299
2248.535156	-136.984085
2250.000000	-136.983826
2251.464844	-136.983643
2252.929688	-136.983444
2254.394531	-136.983307
2255.859375	-136.983109
2257.324219	-136.982956
2258.789063	-136.982910
2260.253906	-136.982880
2261.718750	-136.982727
2263.183594	-136.982635
2264.648438	-136.982697
2266.113281	-136.982574
2267.578125	-136.982559
2269.042969	-136.982559
2270.507813	-136.982590
2271.972656	-136.982620
2273.437500	-136.982574
2274.902344	-136.982803
2276.367188	-136.982849
2277.832031	-136.982895
2279.296875	-136.982895
2280.761719	-136.982971
2282.226563	-136.983200
2283.691406	-136.983215
2285.156250	-136.983414
2286.621094	-136.983521
2288.085938	-136.983704
2289.550781	-136.983780
2291.015625	-136.983978
2292.480469	-136.984085
2293.945313	-136.984238
2295.410156	-136.984344
2296.875000	-136.984558
2298.339844	-136.984650
2299.804688	-136.984802
2301.269531	-136.984924
2302.734375	-136.985046
2304.199219	-136.985138
2305.664063	-136.985306
2307.128906	-136.985397
2308.593750	-136.985504
2310.058594	-136.985626
2311.523438	-136.985687
2312.988281	-136.985764
2314.453125	-136.985825
2315.917969	-136.985916
2317.382813	-136.985962
2318.847656	-136.986038
2320.312500	-136.986038
2321.777344	-136.986023
2323.242188	-136.986053
2324.707031	-136.986069
2326.171875	-136.985977
2327.636719	-136.986008
2329.101563	-136.985962
2330.566406	-136.985901
2332.031250	-136.985840
2333.496094	-136.985764
2334.960938	-136.985672
2336.425781	-136.985672
2337.890625	-136.985321
2339.355469	-136.985214
2340.820313	-136.985184
2342.285156	-136.984970
2343.750000	-136.984756
2345.214844	-136.984589
2346.679688	-136.984421
2348.144531	-136.984222
2349.609375	-136.983963
2351.074219	-136.983719
2352.539063	-136.983444
2354.003906	-136.983276
2355.468750	-136.982956
2356.933594	-136.982651
2358.398438	-136.982376
2359.863281	-136.982025
2361.328125	-136.981781
2362.792969	-136.981369
2364.257813	-136.981171
2365.722656	-136.980774
2367.187500	-136.980377
2368.652344	-136.980103
2370.117188	-136.979752
2371.582031	-136.979416
2373.046875	-136.979019
2374.511719	-136.978622
2375.976563	-136.978317
2377.441406	-136.977875
2378.906250	-136.977509
2380.371094	-136.977112
2381.835938	-136.976715
2383.300781	-136.976410
2384.765625	-136.976028
2386.230469	-136.975693
2387.695313	-136.975281
2389.160156	-136.974884
2390.625000	-136.974503
2392.089844	-136.974121
2393.554688	-136.973846
2395.019531	-136.973434
2396.484375	-136.973038
2397.949219	-136.972610
2399.414063	-136.972336
2400.878906	-136.971954
2402.343750	-136.971603
2403.808594	-136.971268
2405.273438	-136.970963
2406.738281	-136.970612
2408.203125	-136.970337
2409.667969	-136.969940
2411.132813	-136.969589
2412.597656	-136.969299
2414.062500	-136.969025
2415.527344	-136.968719
2416.992188	-136.968475
2418.457031	-136.968094
2419.921875	-136.967850
2421.386719	-136.967636
2422.851563	-136.967331
2424.316406	-136.967087
2425.781250	-136.966782
2427.246094	-136.966705
2428.710938	-136.966415
2430.175781	-136.966202
2431.640625	-136.966003
2433.105469	-136.965775
2434.570313	-136.965515
2436.035156	-136.965378
2437.500000	-136.965210
2438.964844	-136.965012
2440.429688	-136.964844
2441.894531	-136.964676
2443.359375	-136.964539
2444.824219	-136.964432
2446.289063	-136.964233
2447.753906	-136.964096
2449.218750	-136.963943
2450.683594	-136.963806
2452.148438	-136.963699
2453.613281	-136.963608
2455.078125	-136.963516
2456.542969	-136.963348
2458.007813	-136.963333
2459.472656	-136.963196
2460.937500	-136.963150
2462.402344	-136.962952
2463.867188	-136.962891
2465.332031	-136.962799
2466.796875	-136.962708
2468.261719	-136.962677
2469.726563	-136.962616
2471.191406	-136.962524
2472.656250	-136.962448
2474.121094	-136.962387
2475.585938	-136.962296
2477.050781	-136.962296
2478.515625	-136.962250
2479.980469	-136.962097
2481.445313	-136.962097
2482.910156	-136.962036
2484.375000	-136.962006
2485.839844	-136.961975
2487.304688	-136.961853
2488.769531	-136.961884
2490.234375	-136.961823
2491.699219	-136.961777
2493.164063	-136.961761
2494.628906	-136.961716
2496.093750	-136.961670
2497.558594	-136.961655
2499.023438	-136.961609
2500.488281	-136.961594
2501.953125	-136.961578
2503.417969	-136.961548
2504.882813	-136.961502
2506.347656	-136.961487
2507.812500	-136.961426
2509.277344	-136.961395
2510.742188	-136.961380
2512.207031	-136.961365
2513.671875	-136.961304
2515.136719	-136.961319
2516.601563	-136.961182
2518.066406	-136.961212
2519.531250	-136.961136
2520.996094	-136.961029
2522.460938	-136.960938
2523.925781	-136.960999
2525.390625	-136.960922
2526.855469	-136.960968
2528.320313	-136.960907
2529.785156	-136.960831
2531.250000	-136.960739
2532.714844	-136.960632
2534.179688	-136.960556
2535.644531	-136.960587
2537.109375	-136.960434
2538.574219	-136.960312
2540.039063	-136.960220
2541.503906	-136.960129
2542.968750	-136.960083
2544.433594	-136.959915
2545.898438	-136.959808
2547.363281	-136.959671
2548.828125	-136.959549
2550.292969	-136.959473
2551.757813	-136.959290
2553.222656	-136.959076
2554.687500	-136.958954
2556.152344	-136.958755
2557.617188	-136.958603
2559.082031	-136.958374
2560.546875	-136.958191
2562.011719	-136.957977
2563.476563	-136.957840
2564.941406	-136.957474
2566.406250	-136.957230
2567.871094	-136.957092
2569.335938	-136.956894
2570.800781	-136.956604
2572.265625	-136.956299
2573.730469	-136.955948
2575.195313	-136.955719
2576.660156	-136.955429
2578.125000	-136.955139
2579.589844	-136.954819
2581.054688	-136.954498
2582.519531	-136.954102
2583.984375	-136.953888
2585.449219	-136.953552
2586.914063	-136.953186
2588.378906	-136.952820
2589.843750	-136.952530
2591.308594	-136.952103
2592.773438	-136.951721
2594.238281	-136.951431
2595.703125	-136.951065
2597.167969	-136.950684
2598.632813	-136.950272
2600.097656	-136.949936
2601.562500	-136.949600
2603.027344	-136.949203
2604.492188	-136.948776
2605.957031	-136.948456
2607.421875	-136.948044
2608.886719	-136.947678
2610.351563	-136.947327
2611.816406	-136.946884
2613.281250	-136.946274
2614.746094	-136.946518
2616.210938	-136.945969
2617.675781	-136.945572
2619.140625	-136.945221
2620.605469	-136.944885
2622.070313	-136.944580
2623.535156	-136.944260
2625.000000	-136.943863
2626.464844	-136.943558
2627.929688	-136.943298
2629.394531	-136.942947
2630.859375	-136.942642
2632.324219	-136.942413
2633.789063	-136.942108
2635.253906	-136.941895
2636.718750	-136.941559
2638.183594	-136.941330
2639.648438	-136.941071
2641.113281	-136.940872
2642.578125	-136.940628
2644.042969	-136.940353
2645.507813	-136.940201
2646.972656	-136.940002
2648.437500	-136.939804
2649.902344	-136.939636
2651.367188	-136.939423
2652.832031	-136.939285
2654.296875	-136.939117
2655.761719	-136.938980
2657.226563	-136.938812
2658.691406	-136.938660
2660.156250	-136.938568
2661.621094	-136.938309
2663.085938	-136.938202
2664.550781	-136.938080
2666.015625	-136.938019
2667.480469	-136.937912
2668.945313	-136.937744
2670.410156	-136.937622
2671.875000	-136.937500
2673.339844	-136.937408
2674.804688	-136.937317
2676.269531	-136.937180
2677.734375	-136.937073
2679.199219	-136.936905
2680.664063	-136.936859
2682.128906	-136.936722
2683.593750	-136.936554
2685.058594	-136.936493
2686.523438	-136.936234
2687.988281	-136.936188
2689.453125	-136.936050
2690.917969	-136.935944
2692.382813	-136.935791
2693.847656	-136.935608
2695.312500	-136.935455
2696.777344	-136.935303
2698.242188	-136.935165
2699.707031	-136.934998
2701.171875	-136.934784
2702.636719	-136.934601
2704.101563	-136.934372
2705.566406	-136.934204
2707.031250	-136.933960
2708.496094	-136.933838
2709.960938	-136.933563
2711.425781	-136.933334
2712.890625	-136.933136
2714.355469	-136.932922
2715.820313	-136.932556
2717.285156	-136.932327
2718.750000	-136.932068
2720.214844	-136.931854
2721.679688	-136.931580
2723.144531	-136.931244
2724.609375	-136.931015
2726.074219	-136.930710
2727.539063	-136.930435
2729.003906	-136.930161
2730.468750	-136.929825
2731.933594	-136.929520
2733.398438	-136.929245
2734.863281	-136.928955
2736.328125	-136.928635
2737.792969	-136.928268
2739.257813	-136.927963
2740.722656	-136.927658
2742.187500	-136.927292
2743.652344	-136.927048
2745.117188	-136.926682
2746.582031	-136.926331
2748.046875	-136.926071
2749.511719	-136.925735
2750.976563	-136.925446
2752.441406	-136.925095
2753.906250	-136.924835
2755.371094	-136.924469
2756.835938	-136.924179
2758.300781	-136.923889
2759.765625	-136.923538
2761.230469	-136.923309
2762.695313	-136.923050
2764.160156	-136.922699
2765.625000	-136.922394
2767.089844	-136.922134
2768.554688	-136.921860
2770.019531	-136.921646
2771.484375	-136.921326
2772.949219	-136.921051
2774.414063	-136.920868
2775.878906	-136.920609
2777.343750	-136.920364
2778.808594	-136.920135
2780.273438	-136.919952
2781.738281	-136.919739
2783.203125	-136.919510
2784.667969	-136.919312
2786.132813	-136.919159
2787.597656	-136.918930
2789.062500	-136.918777
2790.527344	-136.918625
2791.992188	-136.918457
